datetime,time,o,c,h,l,volumn
2019/10/11 00:00:00,2019-10-10T16:00:00,1.10176,1.10391,1.1063,1.10008,170116
2019/10/12 00:00:00,2019-10-11T16:00:00,1.1039,1.10381,1.1052,1.10309,34779
2019/10/14 00:00:00,2019-10-13T16:00:00,1.10353,1.10266,1.10428,1.10126,93256
2019/10/14 00:00:00,2019-10-13T16:00:00,1.10353,1.10266,1.10428,1.10126,93256
2019/10/15 00:00:00,2019-10-14T16:00:00,1.10265,1.10355,1.10462,1.09914,138380
2019/10/16 00:00:00,2019-10-15T16:00:00,1.10354,1.10747,1.10775,1.10153,156283
2019/10/17 00:00:00,2019-10-16T16:00:00,1.10749,1.11289,1.114,1.10648,158727
2019/10/18 00:00:00,2019-10-17T16:00:00,1.1129,1.11547,1.11596,1.11146,110334
2019/10/19 00:00:00,2019-10-18T16:00:00,1.11546,1.11711,1.11736,1.11463,24624
2019/10/21 00:00:00,2019-10-20T16:00:00,1.11546,1.11449,1.11794,1.11387,91892
2019/10/22 00:00:00,2019-10-21T16:00:00,1.1145,1.11378,1.1157,1.11228,98400
2019/10/23 00:00:00,2019-10-22T16:00:00,1.11379,1.11174,1.11543,1.11061,115169
2019/10/24 00:00:00,2019-10-23T16:00:00,1.11175,1.10977,1.11633,1.10931,115594
2019/10/25 00:00:00,2019-10-24T16:00:00,1.10978,1.10811,1.11231,1.10804,90895
2019/10/26 00:00:00,2019-10-25T16:00:00,1.10812,1.108,1.10827,1.1073,16486
2019/10/27 23:00:00,2019-10-27T16:00:00,1.10808,1.10934,1.11067,1.10748,67175
2019/10/28 23:00:00,2019-10-28T16:00:00,1.10935,1.11168,1.11176,1.10736,94067
2019/10/29 23:00:00,2019-10-29T16:00:00,1.11167,1.11231,1.11274,1.11021,103913
2019/10/30 23:00:00,2019-10-30T16:00:00,1.11232,1.11558,1.11757,1.10798,162374
2019/10/31 23:00:00,2019-10-31T16:00:00,1.11557,1.11686,1.1172,1.1128,123054
2019/11/01 23:00:00,2019-11-01T16:00:00,1.11687,1.11655,1.1171,1.11588,21447
2019/11/03 23:00:00,2019-11-03T16:00:00,1.1169,1.11547,1.11755,1.11469,72042
2019/11/04 23:00:00,2019-11-04T16:00:00,1.11548,1.10725,1.11568,1.10663,119743
2019/11/05 23:00:00,2019-11-05T16:00:00,1.10722,1.10739,1.1093,1.10635,94894
2019/11/06 23:00:00,2019-11-06T16:00:00,1.1074,1.10467,1.10917,1.10363,122083
2019/11/07 23:00:00,2019-11-07T16:00:00,1.10466,1.10218,1.10555,1.10197,111813
2019/11/08 23:00:00,2019-11-08T16:00:00,1.10219,1.102,1.10246,1.10167,17710
2019/11/10 23:00:00,2019-11-10T16:00:00,1.10234,1.10348,1.10433,1.1016,56943
2019/11/11 23:00:00,2019-11-11T16:00:00,1.10347,1.10122,1.10415,1.10025,80105
2019/11/12 23:00:00,2019-11-12T16:00:00,1.10123,1.10104,1.10204,1.09992,101573
2019/11/13 23:00:00,2019-11-13T16:00:00,1.10103,1.10013,1.10159,1.09891,91953
2019/11/14 23:00:00,2019-11-14T16:00:00,1.10014,1.10508,1.10548,1.10001,85753
2019/11/15 23:00:00,2019-11-15T16:00:00,1.10509,1.10533,1.1057,1.10433,16987
2019/11/17 23:00:00,2019-11-17T16:00:00,1.10515,1.10808,1.10818,1.10448,65624
2019/11/18 23:00:00,2019-11-18T16:00:00,1.10809,1.10806,1.10901,1.10625,76424
2019/11/19 23:00:00,2019-11-19T16:00:00,1.10807,1.10656,1.10833,1.10531,84534
2019/11/20 23:00:00,2019-11-20T16:00:00,1.10657,1.1076,1.10971,1.10609,97305
2019/11/21 23:00:00,2019-11-21T16:00:00,1.10761,1.10344,1.10876,1.10309,92904
2019/11/22 23:00:00,2019-11-22T16:00:00,1.10343,1.10185,1.10352,1.10143,20222
2019/11/24 23:00:00,2019-11-24T16:00:00,1.1017,1.10117,1.10323,1.10035,86552
2019/11/25 23:00:00,2019-11-25T16:00:00,1.10115,1.10122,1.10249,1.10045,89993
2019/11/26 23:00:00,2019-11-26T16:00:00,1.10123,1.09988,1.1026,1.09924,77964
2019/11/27 23:00:00,2019-11-27T16:00:00,1.09987,1.10063,1.10182,1.09932,70638
2019/11/28 23:00:00,2019-11-28T16:00:00,1.10062,1.10277,1.10283,1.09812,78820
2019/11/29 23:00:00,2019-11-29T16:00:00,1.10276,1.1018,1.10282,1.10146,25582
2019/12/01 23:00:00,2019-12-01T16:00:00,1.10242,1.10708,1.10767,1.1003,67692
2019/12/02 23:00:00,2019-12-02T16:00:00,1.10709,1.10822,1.10903,1.1066,98059
2019/12/03 23:00:00,2019-12-03T16:00:00,1.10823,1.10881,1.11163,1.10667,100205
2019/12/04 23:00:00,2019-12-04T16:00:00,1.10882,1.10928,1.11045,1.10673,81757
2019/12/05 23:00:00,2019-12-05T16:00:00,1.10927,1.10505,1.11099,1.10398,86587
2019/12/06 23:00:00,2019-12-06T16:00:00,1.10504,1.10617,1.10626,1.1046,18607
2019/12/08 23:00:00,2019-12-08T16:00:00,1.10571,1.1069,1.1078,1.10523,50247
2019/12/09 23:00:00,2019-12-09T16:00:00,1.10691,1.10899,1.10911,1.10552,74334
2019/12/10 23:00:00,2019-12-10T16:00:00,1.109,1.10844,1.10978,1.10704,84336
2019/12/11 23:00:00,2019-12-11T16:00:00,1.10845,1.11174,1.11543,1.10845,114457
2019/12/12 23:00:00,2019-12-12T16:00:00,1.11175,1.11356,1.12001,1.1103,194131
2019/12/13 23:00:00,2019-12-13T16:00:00,1.11356,1.11199,1.11389,1.11121,29968
2019/12/15 23:00:00,2019-12-15T16:00:00,1.11295,1.11369,1.11582,1.11224,69248
2019/12/16 23:00:00,2019-12-16T16:00:00,1.11368,1.11559,1.11747,1.11293,95816
2019/12/17 23:00:00,2019-12-17T16:00:00,1.1156,1.11258,1.11574,1.11105,86692
2019/12/18 23:00:00,2019-12-18T16:00:00,1.11257,1.11154,1.11443,1.11072,90428
2019/12/19 23:00:00,2019-12-19T16:00:00,1.11153,1.10864,1.11307,1.10813,84042
2019/12/20 23:00:00,2019-12-20T16:00:00,1.10865,1.10757,1.10871,1.10664,19093
2019/12/22 23:00:00,2019-12-22T16:00:00,1.10827,1.10872,1.1096,1.10699,60641
2019/12/23 23:00:00,2019-12-23T16:00:00,1.10873,1.10901,1.1095,1.10692,81326
2019/12/24 23:00:00,2019-12-24T16:00:00,1.10902,1.1088,1.10935,1.10797,34222
2019/12/25 23:00:00,2019-12-25T16:00:00,1.10906,1.10991,1.11001,1.10821,32679
2019/12/26 23:00:00,2019-12-26T16:00:00,1.1099,1.1163,1.11794,1.10942,91289
2019/12/27 23:00:00,2019-12-27T16:00:00,1.11631,1.11763,1.11883,1.11586,22350
2019/12/29 23:00:00,2019-12-29T16:00:00,1.11781,1.1201,1.1211,1.11715,77458
2019/12/30 23:00:00,2019-12-30T16:00:00,1.12011,1.12239,1.12396,1.11963,88683
2019/12/31 23:00:00,2019-12-31T16:00:00,1.12238,1.12124,1.12314,1.1209,21761
2020/01/01 23:00:00,2020-01-01T16:00:00,1.12128,1.12006,1.12251,1.11701,72134
2020/01/02 23:00:00,2020-01-02T16:00:00,1.12005,1.11634,1.12032,1.11251,110396
2020/01/03 23:00:00,2020-01-03T16:00:00,1.11635,1.11594,1.118,1.11525,24798
2020/01/05 23:00:00,2020-01-05T16:00:00,1.11601,1.11888,1.12058,1.11559,74606
2020/01/06 23:00:00,2020-01-06T16:00:00,1.11889,1.11418,1.11993,1.11343,99020
2020/01/07 23:00:00,2020-01-07T16:00:00,1.11417,1.11199,1.11685,1.11113,134885
2020/01/08 23:00:00,2020-01-08T16:00:00,1.11198,1.11024,1.11261,1.10926,101392
2020/01/09 23:00:00,2020-01-09T16:00:00,1.11023,1.11129,1.1118,1.10851,85932
2020/01/10 23:00:00,2020-01-10T16:00:00,1.1113,1.11208,1.11293,1.11112,18351
2020/01/12 23:00:00,2020-01-12T16:00:00,1.11203,1.11332,1.11382,1.11111,60071
2020/01/13 23:00:00,2020-01-13T16:00:00,1.11331,1.11223,1.1147,1.11044,79984
2020/01/14 23:00:00,2020-01-14T16:00:00,1.11224,1.11523,1.11635,1.11186,72890
2020/01/15 23:00:00,2020-01-15T16:00:00,1.11524,1.11407,1.11728,1.11311,78563
2020/01/16 23:00:00,2020-01-16T16:00:00,1.11402,1.10939,1.11427,1.10863,76308
2020/01/17 23:00:00,2020-01-17T16:00:00,1.1094,1.10895,1.10963,1.10876,14198
2020/01/19 23:00:00,2020-01-19T16:00:00,1.10928,1.10828,1.11027,1.10767,45855
2020/01/20 23:00:00,2020-01-20T16:00:00,1.1083,1.10979,1.1118,1.10812,84776
2020/01/21 23:00:00,2020-01-21T16:00:00,1.10978,1.10755,1.11,1.10702,83458
2020/01/22 23:00:00,2020-01-22T16:00:00,1.10754,1.10464,1.11091,1.10403,95047
2020/01/23 23:00:00,2020-01-23T16:00:00,1.10463,1.10249,1.10619,1.1023,83852
2020/01/24 23:00:00,2020-01-24T16:00:00,1.1025,1.10246,1.10331,1.10194,21822
2020/01/26 23:00:00,2020-01-26T16:00:00,1.10305,1.10125,1.10395,1.10114,77964
2020/01/27 23:00:00,2020-01-27T16:00:00,1.10126,1.10002,1.10253,1.09979,67156
2020/01/28 23:00:00,2020-01-28T16:00:00,1.10003,1.09991,1.10277,1.09924,61454
2020/01/29 23:00:00,2020-01-29T16:00:00,1.09989,1.10356,1.10364,1.09966,84823
2020/01/30 23:00:00,2020-01-30T16:00:00,1.10357,1.10807,1.10837,1.1017,92141
2020/01/31 23:00:00,2020-01-31T16:00:00,1.10806,1.10955,1.10969,1.10748,32396
2020/02/02 23:00:00,2020-02-02T16:00:00,1.10831,1.10558,1.10967,1.10354,75771
2020/02/03 23:00:00,2020-02-03T16:00:00,1.10557,1.10383,1.10665,1.10332,82041
2020/02/04 23:00:00,2020-02-04T16:00:00,1.10384,1.10022,1.1048,1.09965,86143
2020/02/05 23:00:00,2020-02-05T16:00:00,1.10023,1.09767,1.1014,1.09644,70343
2020/02/06 23:00:00,2020-02-06T16:00:00,1.09766,1.09634,1.09855,1.09479,85591
2020/02/07 23:00:00,2020-02-07T16:00:00,1.09635,1.09458,1.09655,1.0942,17483
2020/02/09 23:00:00,2020-02-09T16:00:00,1.0945,1.09241,1.09576,1.09194,56518
2020/02/10 23:00:00,2020-02-10T16:00:00,1.0924,1.09161,1.09249,1.08913,77465
2020/02/11 23:00:00,2020-02-11T16:00:00,1.09162,1.08945,1.09258,1.0886,93145
2020/02/12 23:00:00,2020-02-12T16:00:00,1.08947,1.08487,1.08977,1.0834,99841
2020/02/13 23:00:00,2020-02-13T16:00:00,1.08485,1.08459,1.08614,1.08272,84273
2020/02/14 23:00:00,2020-02-14T16:00:00,1.0846,1.08308,1.08469,1.0829,18071
2020/02/16 23:00:00,2020-02-16T16:00:00,1.0842,1.08297,1.08512,1.08294,53912
2020/02/17 23:00:00,2020-02-17T16:00:00,1.08299,1.0823,1.08402,1.07855,98589
2020/02/18 23:00:00,2020-02-18T16:00:00,1.08229,1.07913,1.08242,1.07822,87871
2020/02/19 23:00:00,2020-02-19T16:00:00,1.07912,1.08024,1.08213,1.07778,114800
2020/02/20 23:00:00,2020-02-20T16:00:00,1.08025,1.08527,1.08636,1.07829,120584
2020/02/21 23:00:00,2020-02-21T16:00:00,1.08528,1.08483,1.08637,1.08459,24574
2020/02/23 23:00:00,2020-02-23T16:00:00,1.08272,1.08559,1.08609,1.08052,116919
2020/02/24 23:00:00,2020-02-24T16:00:00,1.0856,1.08648,1.08721,1.08302,147822
2020/02/25 23:00:00,2020-02-25T16:00:00,1.08648,1.08666,1.0909,1.0855,158953
2020/02/26 23:00:00,2020-02-26T16:00:00,1.08667,1.09842,1.10064,1.0864,165649
2020/02/27 23:00:00,2020-02-27T16:00:00,1.09843,1.09848,1.10532,1.0951,206227
2020/02/28 23:00:00,2020-02-28T16:00:00,1.09845,1.10271,1.10462,1.0979,67455
2020/03/01 23:00:00,2020-03-01T16:00:00,1.10468,1.11312,1.11647,1.10363,185170
2020/03/02 23:00:00,2020-03-02T16:00:00,1.11313,1.11798,1.12135,1.10955,216517
2020/03/03 23:00:00,2020-03-03T16:00:00,1.11803,1.11396,1.11952,1.10957,167271
2020/03/04 23:00:00,2020-03-04T16:00:00,1.11394,1.11879,1.12014,1.11194,124208
2020/03/05 23:00:00,2020-03-05T16:00:00,1.1188,1.13102,1.13549,1.11793,171758
2020/03/06 23:00:00,2020-03-06T16:00:00,1.13102,1.12892,1.13302,1.12862,50816
2020/03/08 23:00:00,2020-03-08T16:00:00,1.13535,1.14197,1.1497,1.13349,256019
2020/03/09 23:00:00,2020-03-09T16:00:00,1.14203,1.1342,1.1479,1.13324,214932
2020/03/10 23:00:00,2020-03-10T16:00:00,1.13415,1.12802,1.13669,1.12573,171485
2020/03/11 23:00:00,2020-03-11T16:00:00,1.12798,1.1082,1.13335,1.10803,193288
2020/03/12 23:00:00,2020-03-12T16:00:00,1.10818,1.10698,1.12265,1.10557,253306
2020/03/13 23:00:00,2020-03-13T16:00:00,1.107,1.11049,1.11177,1.10552,59342
2020/03/15 23:00:00,2020-03-15T16:00:00,1.10698,1.11371,1.12367,1.10664,230906
2020/03/16 23:00:00,2020-03-16T16:00:00,1.1137,1.09712,1.11893,1.09554,245049
2020/03/17 23:00:00,2020-03-17T16:00:00,1.09715,1.08327,1.10452,1.0831,239044
2020/03/18 23:00:00,2020-03-18T16:00:00,1.08328,1.07002,1.09824,1.06953,298505
2020/03/19 23:00:00,2020-03-19T16:00:00,1.06995,1.06837,1.08313,1.0653,295236
2020/03/20 23:00:00,2020-03-20T16:00:00,1.0683,1.07007,1.0714,1.06375,60408
2020/03/22 23:00:00,2020-03-22T16:00:00,1.07086,1.07587,1.08277,1.06359,228064
2020/03/23 23:00:00,2020-03-23T16:00:00,1.0759,1.07952,1.08882,1.072,271530
2020/03/24 23:00:00,2020-03-24T16:00:00,1.07955,1.0835,1.08497,1.0746,247811
2020/03/25 23:00:00,2020-03-25T16:00:00,1.08352,1.10248,1.10286,1.08274,300158
2020/03/26 23:00:00,2020-03-26T16:00:00,1.10245,1.1059,1.10869,1.09535,278064
2020/03/27 23:00:00,2020-03-27T16:00:00,1.10593,1.11362,1.11481,1.10527,75189
2020/03/30 00:00:00,2020-03-29T16:00:00,1.11271,1.1017,1.11444,1.10102,199283
2020/03/31 00:00:00,2020-03-30T16:00:00,1.10172,1.10143,1.1056,1.09267,244463
2020/04/01 00:00:00,2020-03-31T16:00:00,1.10145,1.09329,1.10401,1.09166,230166
2020/04/02 00:00:00,2020-04-01T16:00:00,1.09326,1.08617,1.097,1.08404,196726
2020/04/03 00:00:00,2020-04-02T16:00:00,1.0862,1.07978,1.08738,1.07728,183702
2020/04/04 00:00:00,2020-04-03T16:00:00,1.0798,1.08061,1.08284,1.07783,35384
2020/04/06 00:00:00,2020-04-05T16:00:00,1.08188,1.0807,1.08356,1.07683,144536
2020/04/07 00:00:00,2020-04-06T16:00:00,1.08069,1.0886,1.09261,1.07828,163159
2020/04/08 00:00:00,2020-04-07T16:00:00,1.08861,1.08639,1.09101,1.083,148806
2020/04/09 00:00:00,2020-04-08T16:00:00,1.0864,1.09302,1.09455,1.08411,135178
2020/04/10 00:00:00,2020-04-09T16:00:00,1.09304,1.09491,1.09526,1.09189,179581
2020/04/10 00:00:00,2020-04-09T16:00:00,1.09304,1.09491,1.09526,1.09189,179581
2020/04/11 00:00:00,2020-04-10T16:00:00,1.09491,1.09375,1.09529,1.09312,40223
2020/04/13 00:00:00,2020-04-12T16:00:00,1.09427,1.09056,1.09681,1.08927,99568
2020/04/14 00:00:00,2020-04-13T16:00:00,1.09055,1.09701,1.09843,1.09027,122700
2020/04/15 00:00:00,2020-04-14T16:00:00,1.09702,1.09082,1.09915,1.08566,119034
2020/04/16 00:00:00,2020-04-15T16:00:00,1.09081,1.08408,1.09389,1.08283,131504
2020/04/17 00:00:00,2020-04-16T16:00:00,1.08409,1.08831,1.08927,1.08121,143537
2020/04/18 00:00:00,2020-04-17T16:00:00,1.08832,1.08734,1.0885,1.08594,26181
2020/04/20 00:00:00,2020-04-19T16:00:00,1.0871,1.08726,1.08968,1.08413,101095
2020/04/21 00:00:00,2020-04-20T16:00:00,1.08727,1.08539,1.08842,1.08166,123610
2020/04/22 00:00:00,2020-04-21T16:00:00,1.0854,1.08291,1.08852,1.08205,107964
2020/04/23 00:00:00,2020-04-22T16:00:00,1.08288,1.08137,1.08469,1.07561,114696
2020/04/24 00:00:00,2020-04-23T16:00:00,1.08141,1.07971,1.08198,1.07271,117371
2020/04/25 00:00:00,2020-04-24T16:00:00,1.07973,1.08244,1.08298,1.07846,24492
2020/04/27 00:00:00,2020-04-26T16:00:00,1.08244,1.08287,1.08602,1.08114,91180
2020/04/28 00:00:00,2020-04-27T16:00:00,1.08286,1.08363,1.08886,1.08097,97813
2020/04/29 00:00:00,2020-04-28T16:00:00,1.08364,1.08525,1.08743,1.08174,103373
2020/04/30 00:00:00,2020-04-29T16:00:00,1.08527,1.09335,1.09727,1.08332,141048
2020/04/30 00:00:00,2020-04-29T16:00:00,1.08527,1.09335,1.09727,1.08332,141048
2020/05/01 00:00:00,2020-04-30T16:00:00,1.09333,1.09977,1.10187,1.09207,121007
2020/05/02 00:00:00,2020-05-01T16:00:00,1.09978,1.09806,1.09996,1.09732,23394
2020/05/04 00:00:00,2020-05-03T16:00:00,1.09711,1.09104,1.09797,1.09004,97703
2020/05/05 00:00:00,2020-05-04T16:00:00,1.09106,1.08438,1.09261,1.08259,122359
2020/05/06 00:00:00,2020-05-05T16:00:00,1.08438,1.08058,1.08579,1.0782,116497
2020/05/07 00:00:00,2020-05-06T16:00:00,1.08058,1.08142,1.08171,1.07665,121672
2020/05/08 00:00:00,2020-05-07T16:00:00,1.0814,1.08538,1.08757,1.08028,113068
2020/05/09 00:00:00,2020-05-08T16:00:00,1.08539,1.08391,1.08539,1.08327,19971
2020/05/11 00:00:00,2020-05-10T16:00:00,1.08372,1.08168,1.08505,1.08028,89677
2020/05/12 00:00:00,2020-05-11T16:00:00,1.08176,1.08628,1.08852,1.07845,115666
2020/05/13 00:00:00,2020-05-12T16:00:00,1.08629,1.08364,1.08965,1.08305,116338
2020/05/14 00:00:00,2020-05-13T16:00:00,1.08363,1.07987,1.08391,1.07748,118038
2020/05/15 00:00:00,2020-05-14T16:00:00,1.07987,1.08156,1.08512,1.07801,113304
2020/05/16 00:00:00,2020-05-15T16:00:00,1.08155,1.08193,1.0823,1.08044,23365
2020/05/18 00:00:00,2020-05-17T16:00:00,1.08136,1.09028,1.09137,1.07999,83316
2020/05/19 00:00:00,2020-05-18T16:00:00,1.0903,1.09366,1.09761,1.0899,123335
2020/05/20 00:00:00,2020-05-19T16:00:00,1.09365,1.09794,1.09991,1.09186,104262
2020/05/20 00:00:00,2020-05-19T16:00:00,1.09365,1.09794,1.09991,1.09186,104262
2020/05/21 00:00:00,2020-05-20T16:00:00,1.09793,1.09517,1.10085,1.09373,106477
2020/05/22 00:00:00,2020-05-21T16:00:00,1.09518,1.08932,1.09688,1.08853,102029
2020/05/23 00:00:00,2020-05-22T16:00:00,1.08933,1.09031,1.09068,1.08874,15653
2020/05/25 00:00:00,2020-05-24T16:00:00,1.08918,1.08953,1.09147,1.08705,53818
2020/05/26 00:00:00,2020-05-25T16:00:00,1.08952,1.09694,1.09918,1.08909,102577
2020/05/27 00:00:00,2020-05-26T16:00:00,1.09693,1.09682,1.1031,1.0934,144240
2020/05/28 00:00:00,2020-05-27T16:00:00,1.09679,1.10689,1.10691,1.09673,146223
2020/05/29 00:00:00,2020-05-28T16:00:00,1.10689,1.11068,1.11451,1.10665,155699
2020/05/30 00:00:00,2020-05-29T16:00:00,1.11069,1.11053,1.11111,1.1081,38583
2020/06/01 00:00:00,2020-05-31T16:00:00,1.11174,1.11227,1.1154,1.11005,113986
2020/06/02 00:00:00,2020-06-01T16:00:00,1.11228,1.1166,1.11962,1.11152,142386
2020/06/03 00:00:00,2020-06-02T16:00:00,1.1166,1.12462,1.12515,1.1161,154078
2020/06/04 00:00:00,2020-06-03T16:00:00,1.1246,1.1322,1.13623,1.11947,162181
2020/06/05 00:00:00,2020-06-04T16:00:00,1.13217,1.12957,1.13839,1.12827,157999
2020/06/06 00:00:00,2020-06-05T16:00:00,1.12955,1.12915,1.12997,1.12785,18658
2020/06/08 00:00:00,2020-06-07T16:00:00,1.12963,1.12887,1.13198,1.12683,86429
2020/06/09 00:00:00,2020-06-08T16:00:00,1.12885,1.13475,1.1364,1.12412,114292
2020/06/09 00:00:00,2020-06-08T16:00:00,1.12885,1.13475,1.1364,1.12412,114292
2020/06/10 00:00:00,2020-06-09T16:00:00,1.13475,1.13541,1.13895,1.13312,102819
2020/06/11 00:00:00,2020-06-10T16:00:00,1.1354,1.13788,1.14225,1.13218,140920
2020/06/12 00:00:00,2020-06-11T16:00:00,1.13787,1.12518,1.13837,1.12335,140054
2020/06/13 00:00:00,2020-06-12T16:00:00,1.1252,1.12567,1.12626,1.12127,32839
2020/06/15 00:00:00,2020-06-14T16:00:00,1.12399,1.12697,1.12938,1.12261,108960
2020/06/16 00:00:00,2020-06-15T16:00:00,1.12698,1.12573,1.13535,1.12282,134232
2020/06/17 00:00:00,2020-06-16T16:00:00,1.12574,1.12187,1.12942,1.12072,143819
2020/06/18 00:00:00,2020-06-17T16:00:00,1.12183,1.1215,1.12616,1.12027,146366
2020/06/19 00:00:00,2020-06-18T16:00:00,1.12154,1.11885,1.12545,1.11682,134914
2020/06/20 00:00:00,2020-06-19T16:00:00,1.11887,1.11776,1.11966,1.11722,29809
2020/06/22 00:00:00,2020-06-21T16:00:00,1.1186,1.12602,1.12699,1.11685,103196
2020/06/23 00:00:00,2020-06-22T16:00:00,1.12602,1.13225,1.13487,1.12332,147686
2020/06/24 00:00:00,2020-06-23T16:00:00,1.13226,1.12708,1.133,1.12573,134133
2020/06/25 00:00:00,2020-06-24T16:00:00,1.12708,1.12197,1.12809,1.11905,163694
2020/06/26 00:00:00,2020-06-25T16:00:00,1.12199,1.12147,1.12395,1.11953,134344
2020/06/27 00:00:00,2020-06-26T16:00:00,1.12145,1.12186,1.12385,1.12126,28313
2020/06/29 00:00:00,2020-06-28T16:00:00,1.12246,1.1236,1.1288,1.12152,114740
2020/06/29 00:00:00,2020-06-28T16:00:00,1.12246,1.1236,1.1288,1.12152,114740
2020/06/30 00:00:00,2020-06-29T16:00:00,1.12363,1.12382,1.1262,1.1191,142491
2020/07/01 00:00:00,2020-06-30T16:00:00,1.1238,1.12585,1.12753,1.1185,152144
2020/07/02 00:00:00,2020-07-01T16:00:00,1.12583,1.1236,1.13028,1.12252,147787
2020/07/03 00:00:00,2020-07-02T16:00:00,1.12362,1.12433,1.12492,1.12193,110163
2020/07/04 00:00:00,2020-07-03T16:00:00,1.12432,1.12482,1.12535,1.12357,57403
2020/07/06 00:00:00,2020-07-05T16:00:00,1.12451,1.13072,1.13456,1.12402,115199
2020/07/07 00:00:00,2020-07-06T16:00:00,1.1307,1.12978,1.13326,1.12589,138222
2020/07/08 00:00:00,2020-07-07T16:00:00,1.12979,1.1328,1.13432,1.12625,147922
2020/07/09 00:00:00,2020-07-08T16:00:00,1.13281,1.12978,1.13708,1.12853,167066
2020/07/10 00:00:00,2020-07-09T16:00:00,1.12977,1.1317,1.13249,1.12548,138480
2020/07/11 00:00:00,2020-07-10T16:00:00,1.13167,1.12993,1.13172,1.1295,22152
2020/07/13 00:00:00,2020-07-12T16:00:00,1.13046,1.13643,1.13711,1.12996,120397
2020/07/14 00:00:00,2020-07-13T16:00:00,1.13643,1.14057,1.14069,1.13253,174908
2020/07/15 00:00:00,2020-07-14T16:00:00,1.14056,1.14058,1.14521,1.13868,168038
2020/07/16 00:00:00,2020-07-15T16:00:00,1.14057,1.14322,1.1442,1.13782,156966
2020/07/17 00:00:00,2020-07-16T16:00:00,1.14322,1.14372,1.144,1.13705,142042
2020/07/18 00:00:00,2020-07-17T16:00:00,1.14373,1.14273,1.14438,1.14222,25132
2020/07/20 00:00:00,2020-07-19T16:00:00,1.1413,1.14432,1.1468,1.14026,151834
2020/07/21 00:00:00,2020-07-20T16:00:00,1.14431,1.14937,1.14953,1.1423,153416
2020/07/22 00:00:00,2020-07-21T16:00:00,1.14935,1.15868,1.16012,1.14913,204095
2020/07/23 00:00:00,2020-07-22T16:00:00,1.1587,1.1622,1.16269,1.15403,161885
2020/07/24 00:00:00,2020-07-23T16:00:00,1.16223,1.16342,1.16383,1.15812,202449
2020/07/25 00:00:00,2020-07-24T16:00:00,1.16341,1.16551,1.16582,1.16287,32923
2020/07/27 00:00:00,2020-07-26T16:00:00,1.16563,1.17501,1.17815,1.16365,172909
2020/07/28 00:00:00,2020-07-27T16:00:00,1.17502,1.17319,1.17738,1.16987,199118
2020/07/29 00:00:00,2020-07-28T16:00:00,1.1732,1.17693,1.17784,1.17121,165863
2020/07/30 00:00:00,2020-07-29T16:00:00,1.17695,1.17903,1.18098,1.17308,192151
2020/07/31 00:00:00,2020-07-30T16:00:00,1.17902,1.18219,1.1909,1.179,223924
2020/08/01 00:00:00,2020-07-31T16:00:00,1.18218,1.17787,1.1822,1.17617,44149
2020/08/03 00:00:00,2020-08-02T16:00:00,1.17791,1.17498,1.17969,1.16958,156584
2020/08/04 00:00:00,2020-08-03T16:00:00,1.17498,1.17654,1.1806,1.17213,166857
2020/08/05 00:00:00,2020-08-04T16:00:00,1.17652,1.18968,1.1905,1.17645,172416
2020/08/06 00:00:00,2020-08-05T16:00:00,1.18967,1.18542,1.19165,1.1818,185405
2020/08/07 00:00:00,2020-08-06T16:00:00,1.18543,1.17754,1.18939,1.17553,196556
2020/08/08 00:00:00,2020-08-07T16:00:00,1.17753,1.17857,1.17893,1.17665,30217
2020/08/08 00:00:00,2020-08-07T16:00:00,1.17753,1.17857,1.17893,1.17665,30217
2020/08/10 00:00:00,2020-08-09T16:00:00,1.17894,1.1756,1.18009,1.17405,119560
2020/08/11 00:00:00,2020-08-10T16:00:00,1.17559,1.17633,1.18082,1.17222,173893
2020/08/12 00:00:00,2020-08-11T16:00:00,1.17634,1.17955,1.1817,1.17111,199817
2020/08/13 00:00:00,2020-08-12T16:00:00,1.17955,1.1818,1.18642,1.17807,172191
2020/08/14 00:00:00,2020-08-13T16:00:00,1.18181,1.18327,1.18377,1.17817,151639
2020/08/15 00:00:00,2020-08-14T16:00:00,1.18328,1.18421,1.18505,1.18294,24048
2020/08/17 00:00:00,2020-08-16T16:00:00,1.18428,1.18688,1.1881,1.18279,113234
2020/08/18 00:00:00,2020-08-17T16:00:00,1.1869,1.1928,1.19658,1.18569,163808
2020/08/19 00:00:00,2020-08-18T16:00:00,1.19279,1.18981,1.19529,1.18905,155612
2020/08/20 00:00:00,2020-08-19T16:00:00,1.1898,1.18594,1.18981,1.1802,210754
2020/08/21 00:00:00,2020-08-20T16:00:00,1.18595,1.17743,1.1883,1.17542,178914
2020/08/22 00:00:00,2020-08-21T16:00:00,1.17742,1.17961,1.1799,1.17617,25247
2020/08/24 00:00:00,2020-08-23T16:00:00,1.17766,1.1803,1.18497,1.17766,117310
2020/08/25 00:00:00,2020-08-24T16:00:00,1.18029,1.18177,1.18439,1.17842,163058
2020/08/26 00:00:00,2020-08-25T16:00:00,1.18178,1.18127,1.18393,1.17722,150557
2020/08/27 00:00:00,2020-08-26T16:00:00,1.18128,1.1823,1.19022,1.17625,188895
2020/08/28 00:00:00,2020-08-27T16:00:00,1.18235,1.19003,1.19199,1.1793,223998
2020/08/28 00:00:00,2020-08-27T16:00:00,1.18235,1.19003,1.19199,1.1793,223998
